"gene","genecount"
"ENSDARG00000026902",10
"ENSDARG00000036592",26
"ENSDARG00000001470",2
"ENSDARG00000086877",27
"ENSDARG00000069471",14
"ENSDARG00000036588",42
"ENSDARG00000036587",20
"ENSDARG00000043271",0
"ENSDARG00000036687",124
"ENSDARG00000069450",0
"ENSDARG00000015076",3
"ENSDARG00000015559",10
"ENSDARG00000076773",2
"ENSDARG00000007734",4
"ENSDARG00000060148",102
"ENSDARG00000069438",31
"ENSDARG00000083014",0
"ENSDARG00000069435",4
"ENSDARG00000108154",0
"ENSDARG00000114522",0
"ENSDARG00000103535",19
"ENSDARG00000112034",29
"ENSDARG00000096191",0
"ENSDARG00000096053",0
"ENSDARG00000096589",0
"ENSDARG00000075045",0
"ENSDARG00000096031",0
"ENSDARG00000036008",1
"ENSDARG00000008886",0
"ENSDARG00000094465",0
"ENSDARG00000052468",9
"ENSDARG00000018325",23
"ENSDARG00000096003",8
"ENSDARG00000052480",110
"ENSDARG00000022891",36
"ENSDARG00000005314",5
"ENSDARG00000036479",0
"ENSDARG00000092919",0
"ENSDARG00000074052",0
"ENSDARG00000074136",0
"ENSDARG00000075389",0
"ENSDARG00000069415",115
"ENSDARG00000082615",0
"ENSDARG00000012574",85
"ENSDARG00000052512",3
"ENSDARG00000079501",11
"ENSDARG00000094063",0
"ENSDARG00000031894",41
"ENSDARG00000030765",25
"ENSDARG00000026548",0
"ENSDARG00000052520",0
"ENSDARG00000036494",15
"ENSDARG00000018721",7
"ENSDARG00000114696",0
"ENSDARG00000013667",10
"ENSDARG00000060036",14
"ENSDARG00000076420",0
"ENSDARG00000057099",30
"ENSDARG00000014098",2
"ENSDARG00000016818",0
"ENSDARG00000010655",78
"ENSDARG00000075785",0
"ENSDARG00000075887",2
"ENSDARG00000075564",15
"ENSDARG00000117385",0
"ENSDARG00000116732",0
"ENSDARG00000100792",11
"ENSDARG00000075043",15
"ENSDARG00000115918",0
"ENSDARG00000030703",0
"ENSDARG00000017772",42
"ENSDARG00000005578",50
"ENSDARG00000024933",0
"ENSDARG00000004427",0
"ENSDARG00000015540",18
"ENSDARG00000043587",0
"ENSDARG00000030289",16
"ENSDARG00000005544",0
"ENSDARG00000008740",20
"ENSDARG00000061629",8
"ENSDARG00000100225",54
"ENSDARG00000027497",37
"ENSDARG00000043548",4
"ENSDARG00000052438",83
"ENSDARG00000052435",115
"ENSDARG00000112693",0
"ENSDARG00000002937",58
"ENSDARG00000074915",0
"ENSDARG00000069360",91
"ENSDARG00000091683",32
"ENSDARG00000086184",0
"ENSDARG00000096566",0
"ENSDARG00000074182",0
"ENSDARG00000083979",0
"ENSDARG00000039424",9
"ENSDARG00000018891",1
"ENSDARG00000025350",42
"ENSDARG00000074378",0
"ENSDARG00000096092",0
"ENSDARG00000096044",0
"ENSDARG00000036471",0
"ENSDARG00000092443",0
"ENSDARG00000043226",20
"ENSDARG00000020001",54
"ENSDARG00000113791",0
"ENSDARG00000010442",8
"ENSDARG00000096541",0
"ENSDARG00000018190",81
"ENSDARG00000079163",0
"ENSDARG00000018107",3
"ENSDARG00000059951",0
"ENSDARG00000017193",4
"ENSDARG00000059948",0
"ENSDARG00000117216",16
"ENSDARG00000095434",0
"ENSDARG00000093494",1
"ENSDARG00000076828",0
"ENSDARG00000088234",0
"ENSDARG00000093748",0
"ENSDARG00000079345",0
"ENSDARG00000059908",29
"ENSDARG00000036415",5
"ENSDARG00000052386",7
"ENSDARG00000005525",5
"ENSDARG00000095518",0
"ENSDARG00000093003",0
"ENSDARG00000003054",0
"ENSDARG00000074635",303
"ENSDARG00000015946",2
"ENSDARG00000027143",0
"ENSDARG00000004634",52
"ENSDARG00000115887",0
"ENSDARG00000111625",2
"ENSDARG00000017423",98
"ENSDARG00000052348",73
"ENSDARG00000075201",24
"ENSDARG00000113238",0
"ENSDARG00000052361",0
"ENSDARG00000020494",8
"ENSDARG00000024827",12
"ENSDARG00000059900",30
"ENSDARG00000095991",0
"ENSDARG00000023151",82
"ENSDARG00000114755",0
"ENSDARG00000101669",34
"ENSDARG00000052375",0
"ENSDARG00000052376",0
"ENSDARG00000031203",4
"ENSDARG00000095360",11
"ENSDARG00000102252",101
"ENSDARG00000078041",15
"ENSDARG00000089742",26
"ENSDARG00000013475",154
"ENSDARG00000079973",3
"ENSDARG00000087205",43
"ENSDARG00000112004",0
"ENSDARG00000074771",4
"ENSDARG00000008490",54
"ENSDARG00000012341",0
"ENSDARG00000025808",30
"ENSDARG00000010078",2
"ENSDARG00000036371",58
"ENSDARG00000025325",44
"ENSDARG00000005626",0
"ENSDARG00000010791",8
"ENSDARG00000100085",0
"ENSDARG00000075870",1
"ENSDARG00000098852",0
"ENSDARG00000101825",0
"ENSDARG00000077790",5
"ENSDARG00000075904",5
"ENSDARG00000116898",0
"ENSDARG00000113296",0
"ENSDARG00000042887",9
"ENSDARG00000113474",12
"ENSDARG00000117445",8
"ENSDARG00000042881",17
"ENSDARG00000083571",0
"ENSDARG00000116122",0
"ENSDARG00000103125",86
"ENSDARG00000030417",117
"ENSDARG00000111601",0
"ENSDARG00000087290",11
"ENSDARG00000028899",0
"ENSDARG00000079980",0
"ENSDARG00000078138",0
"ENSDARG00000073912",0
"ENSDARG00000075141",6
"ENSDARG00000077721",18
"ENSDARG00000059841",2
"ENSDARG00000014068",20
"ENSDARG00000075599",0
"ENSDARG00000033666",18
"ENSDARG00000096214",15
"ENSDARG00000091320",16
"ENSDARG00000094782",0
"ENSDARG00000069264",3
"ENSDARG00000059835",12
"ENSDARG00000036295",49
"ENSDARG00000059826",23
"ENSDARG00000089243",3
"ENSDARG00000026489",41
"ENSDARG00000005690",8
"ENSDARG00000028276",0
"ENSDARG00000102960",38
"ENSDARG00000059816",1
"ENSDARG00000091592",0
"ENSDARG00000059060",10
"ENSDARG00000069249",37
"ENSDARG00000093412",0
"ENSDARG00000052263",18
"ENSDARG00000109870",0
"ENSDARG00000031952",190
"ENSDARG00000024681",0
"ENSDARG00000019765",91
"ENSDARG00000075754",42
"ENSDARG00000036281",26
"ENSDARG00000096514",0
"ENSDARG00000068255",0
"ENSDARG00000089765",0
"ENSDARG00000096661",3
"ENSDARG00000110697",0
"ENSDARG00000096576",0
"ENSDARG00000017984",0
"ENSDARG00000096625",0
"ENSDARG00000086166",0
"ENSDARG00000087148",0
"ENSDARG00000096579",0
"ENSDARG00000096577",0
"ENSDARG00000096622",0
"ENSDARG00000096588",0
"ENSDARG00000096649",0
"ENSDARG00000086117",0
"ENSDARG00000096644",0
"ENSDARG00000041399",0
"ENSDARG00000079050",0
"ENSDARG00000095494",0
"ENSDARG00000095297",0
"ENSDARG00000075855",0
"ENSDARG00000041394",16
"ENSDARG00000025904",8
"ENSDARG00000033789",29
"ENSDARG00000011983",12
"ENSDARG00000079062",10
"ENSDARG00000016809",23
"ENSDARG00000043713",20
"ENSDARG00000077975",0
"ENSDARG00000025547",0
"ENSDARG00000076778",0
"ENSDARG00000095127",0
"ENSDARG00000092502",0
"ENSDARG00000079903",0
"ENSDARG00000094357",0
"ENSDARG00000093198",0
"ENSDARG00000043719",8
"ENSDARG00000053462",0
"ENSDARG00000012694",85
"ENSDARG00000068182",17
"ENSDARG00000078503",0
"ENSDARG00000016301",20
"ENSDARG00000087359",20
"ENSDARG00000108328",0
"ENSDARG00000052207",28
"ENSDARG00000036272",1
"ENSDARG00000080893",0
"ENSDARG00000110619",0
"ENSDARG00000025074",0
"ENSDARG00000063108",0
"ENSDARG00000074069",0
"ENSDARG00000088906",0
"ENSDARG00000112604",0
"ENSDARG00000088775",0
"ENSDARG00000115164",0
"ENSDARG00000116928",0
"ENSDARG00000093082",0
"ENSDARG00000117345",0
"ENSDARG00000117512",0
"ENSDARG00000104258",0
"ENSDARG00000104284",0
"ENSDARG00000099508",0
"ENSDARG00000109228",0
"ENSDARG00000101532",0
"ENSDARG00000096621",0
"ENSDARG00000054655",0
"ENSDARG00000096503",0
"ENSDARG00000092322",0
"ENSDARG00000096656",0
"ENSDARG00000096543",0
"ENSDARG00000034910",0
"ENSDARG00000096507",0
"ENSDARG00000043445",0
"ENSDARG00000096585",0
"ENSDARG00000096574",0
"ENSDARG00000013203",0
"ENSDARG00000096666",0
"ENSDARG00000096619",0
"ENSDARG00000094524",0
"ENSDARG00000093845",0
"ENSDARG00000096623",0
"ENSDARG00000096607",0
"ENSDARG00000096670",0
"ENSDARG00000062309",0
"ENSDARG00000096634",0
"ENSDARG00000096549",0
"ENSDARG00000096671",0
"ENSDARG00000096606",0
"ENSDARG00000112997",0
"ENSDARG00000096523",0
"ENSDARG00000116874",0
"ENSDARG00000054649",0
"ENSDARG00000086301",0
"ENSDARG00000096509",0
"ENSDARG00000096650",0
"ENSDARG00000094157",0
"ENSDARG00000096534",0
"ENSDARG00000096570",0
"ENSDARG00000069194",0
"ENSDARG00000026383",0
"ENSDARG00000004633",0
"ENSDARG00000043431",0
"ENSDARG00000007289",0
"ENSDARG00000106312",0
"ENSDARG00000057844",0
"ENSDARG00000103951",0
"ENSDARG00000089894",0
"ENSDARG00000074334",0
"ENSDARG00000105181",0
"ENSDARG00000113965",0
"ENSDARG00000088556",0
"ENSDARG00000104859",0
"ENSDARG00000074205",0
"ENSDARG00000092358",0
"ENSDARG00000078620",0
"ENSDARG00000088019",0
"ENSDARG00000092894",0
"ENSDARG00000096615",0
"ENSDARG00000052035",4
"ENSDARG00000058270",21
"ENSDARG00000052037",0
"ENSDARG00000052039",13
"ENSDARG00000078246",4
"ENSDARG00000094346",0
"ENSDARG00000093323",3
"ENSDARG00000094433",0
"ENSDARG00000091912",0
"ENSDARG00000092604",0
"ENSDARG00000092070",0
"ENSDARG00000096412",0
"ENSDARG00000093177",0
"ENSDARG00000092984",0
"ENSDARG00000092350",0
"ENSDARG00000094608",0
"ENSDARG00000093975",0
"ENSDARG00000087054",0
"ENSDARG00000094344",0
"ENSDARG00000095578",3
"ENSDARG00000092294",35
"ENSDARG00000094297",0
"ENSDARG00000094246",0
"ENSDARG00000092941",0
"ENSDARG00000075055",0
"ENSDARG00000095719",0
"ENSDARG00000092500",0
"ENSDARG00000038352",0
"ENSDARG00000098576",0
"ENSDARG00000103829",0
"ENSDARG00000091254",0
"ENSDARG00000075541",0
"ENSDARG00000095773",0
"ENSDARG00000103330",2
"ENSDARG00000104415",0
"ENSDARG00000098706",0
"ENSDARG00000104626",0
"ENSDARG00000099421",0
"ENSDARG00000103888",0
"ENSDARG00000103058",0
"ENSDARG00000104949",0
"ENSDARG00000089904",0
"ENSDARG00000104083",0
"ENSDARG00000093157",59
"ENSDARG00000104904",9
"ENSDARG00000096528",10
"ENSDARG00000104807",5
"ENSDARG00000105176",0
"ENSDARG00000104783",4
"ENSDARG00000112943",6
"ENSDARG00000105295",15
"ENSDARG00000112310",0
"ENSDARG00000111704",9
"ENSDARG00000017255",0
"ENSDARG00000103054",34
"ENSDARG00000113332",4
"ENSDARG00000111491",0
"ENSDARG00000116066",0
"ENSDARG00000038682",0
"ENSDARG00000100788",0
"ENSDARG00000086539",0
"ENSDARG00000112526",0
"ENSDARG00000104392",0
"ENSDARG00000100264",39
"ENSDARG00000099619",4
"ENSDARG00000099301",22
"ENSDARG00000103099",0
"ENSDARG00000101915",31
"ENSDARG00000110574",0
"ENSDARG00000090557",3
"ENSDARG00000089667",0
"ENSDARG00000088745",0
"ENSDARG00000038683",0
"ENSDARG00000090783",0
"ENSDARG00000038681",0
"ENSDARG00000095746",0
"ENSDARG00000094845",0
"ENSDARG00000115195",0
"ENSDARG00000109399",0
"ENSDARG00000093877",0
"ENSDARG00000112066",0
"ENSDARG00000092806",0
"ENSDARG00000096586",0
"ENSDARG00000094408",0
"ENSDARG00000096651",21
"ENSDARG00000089879",0
"ENSDARG00000069046",0
"ENSDARG00000091359",26
"ENSDARG00000042561",0
"ENSDARG00000099635",84
"ENSDARG00000099741",6
"ENSDARG00000102825",2
"ENSDARG00000098567",0
"ENSDARG00000101816",20
"ENSDARG00000105060",4
"ENSDARG00000101291",11
"ENSDARG00000102634",25
"ENSDARG00000102091",0
"ENSDARG00000103295",278
"ENSDARG00000100739",8
"ENSDARG00000117484",0
"ENSDARG00000100190",23
"ENSDARG00000099024",6
"ENSDARG00000099538",0
"ENSDARG00000098620",2
"ENSDARG00000117258",13
"ENSDARG00000117555",42
"ENSDARG00000117457",69
"ENSDARG00000117815",25
"ENSDARG00000117636",19
"ENSDARG00000093583",0
"ENSDARG00000105092",0
"ENSDARG00000099880",0
"ENSDARG00000102872",0
"ENSDARG00000098899",10
"ENSDARG00000101364",4
"ENSDARG00000100145",19
"ENSDARG00000063518",8
"ENSDARG00000040045",0
"ENSDARG00000100159",0
"ENSDARG00000100031",0
"ENSDARG00000038667",1
"ENSDARG00000008333",0
"ENSDARG00000038666",0
"ENSDARG00000088634",2
"ENSDARG00000015482",6
"ENSDARG00000101562",8
"ENSDARG00000099331",9
"ENSDARG00000101134",0
"ENSDARG00000038271",0
"ENSDARG00000077839",0
"ENSDARG00000110206",0
"ENSDARG00000078694",86
"ENSDARG00000040683",20
"ENSDARG00000097928",0
"ENSDARG00000089940",3
"ENSDARG00000074146",0
"ENSDARG00000097884",0
"ENSDARG00000097244",61
"ENSDARG00000097762",0
"ENSDARG00000097118",3
"ENSDARG00000087516",0
"ENSDARG00000076995",19
"ENSDARG00000087839",0
"ENSDARG00000097391",0
"ENSDARG00000005218",0
"ENSDARG00000091260",54
"ENSDARG00000116573",0
"ENSDARG00000091481",22
"ENSDARG00000039852",0
"ENSDARG00000017195",5
"ENSDARG00000030896",0
"ENSDARG00000098888",0
"ENSDARG00000006560",0
"ENSDARG00000039850",0
"ENSDARG00000006677",27
"ENSDARG00000098661",1
"ENSDARG00000008906",2
"ENSDARG00000022615",12
"ENSDARG00000094367",0
"ENSDARG00000097519",0
"ENSDARG00000095614",8
"ENSDARG00000076509",1
"ENSDARG00000045137",0
"ENSDARG00000053746",0
"ENSDARG00000089705",1
"ENSDARG00000116769",61
"ENSDARG00000002970",36
"ENSDARG00000007480",218
"ENSDARG00000074571",0
"ENSDARG00000077288",0
"ENSDARG00000039517",14
"ENSDARG00000039516",13
"ENSDARG00000003290",20
"ENSDARG00000103465",0
"ENSDARG00000059125",49
"ENSDARG00000111712",12
"ENSDARG00000075899",53
"ENSDARG00000103432",1
"ENSDARG00000077130",2
"ENSDARG00000078363",0
"ENSDARG00000039521",30
"ENSDARG00000039522",72
"ENSDARG00000078856",39
"ENSDARG00000022309",136
"ENSDARG00000022303",61
"ENSDARG00000095840",0
"ENSDARG00000063451",0
"ENSDARG00000069423",0
"ENSDARG00000020957",12
"ENSDARG00000082599",0
"ENSDARG00000042245",17
"ENSDARG00000103704",0
"ENSDARG00000062377",10
"ENSDARG00000114019",0
"ENSDARG00000087421",22
"ENSDARG00000023713",14
"ENSDARG00000091027",0
"ENSDARG00000088246",17
"ENSDARG00000025889",19
"ENSDARG00000058993",163
"ENSDARG00000074995",5
"ENSDARG00000099937",0
"ENSDARG00000101799",0
"ENSDARG00000103038",16
"ENSDARG00000075339",0
"ENSDARG00000030340",37
"ENSDARG00000004525",4
"ENSDARG00000009484",22
"ENSDARG00000058822",0
"ENSDARG00000106350",0
"ENSDARG00000098593",0
"ENSDARG00000063437",0
"ENSDARG00000063445",20
"ENSDARG00000058995",4
"ENSDARG00000096972",17
"ENSDARG00000063446",0
"ENSDARG00000086314",0
"ENSDARG00000053068",16
"ENSDARG00000097556",0
"ENSDARG00000097559",0
"ENSDARG00000073896",0
"ENSDARG00000076223",23
"ENSDARG00000079730",6
"ENSDARG00000019541",57
"ENSDARG00000036483",0
"ENSDARG00000063375",0
"ENSDARG00000058876",35
"ENSDARG00000013847",52
"ENSDARG00000017180",34
"ENSDARG00000025168",0
"ENSDARG00000114182",1
"ENSDARG00000098344",9
"ENSDARG00000104401",27
"ENSDARG00000102184",80
"ENSDARG00000104548",0
"ENSDARG00000103352",0
"ENSDARG00000103589",3
"ENSDARG00000099604",3
"ENSDARG00000099395",9
"ENSDARG00000099015",0
"ENSDARG00000099677",0
"ENSDARG00000100086",0
"ENSDARG00000105103",0
"ENSDARG00000103674",0
"ENSDARG00000104409",32
"ENSDARG00000100687",0
"ENSDARG00000101322",22
"ENSDARG00000104726",0
"ENSDARG00000102216",190
"ENSDARG00000101766",307
"ENSDARG00000045297",8
"ENSDARG00000074403",3
"ENSDARG00000019278",0
"ENSDARG00000011884",8
"ENSDARG00000055498",0
"ENSDARG00000078598",0
"ENSDARG00000070284",0
"ENSDARG00000018272",45
"ENSDARG00000059695",0
"ENSDARG00000038258",0
"ENSDARG00000093079",0
"ENSDARG00000012610",213
"ENSDARG00000016081",4
"ENSDARG00000075181",2
"ENSDARG00000039310",0
"ENSDARG00000077690",40
"ENSDARG00000027957",16
"ENSDARG00000003382",36
"ENSDARG00000014190",0
"ENSDARG00000097241",0
"ENSDARG00000093357",102
"ENSDARG00000027986",4
"ENSDARG00000001447",11
"ENSDARG00000097093",0
"ENSDARG00000033259",60
"ENSDARG00000056478",30
"ENSDARG00000096809",2
"ENSDARG00000075980",0
"ENSDARG00000034940",0
"ENSDARG00000012194",71
"ENSDARG00000063341",0
"ENSDARG00000022213",4
"ENSDARG00000037061",37
"ENSDARG00000037056",0
"ENSDARG00000058734",17
"ENSDARG00000022810",5
"ENSDARG00000076996",1
"ENSDARG00000096791",18
"ENSDARG00000078329",0
"ENSDARG00000039830",10
"ENSDARG00000039828",0
"ENSDARG00000063223",7
"ENSDARG00000063218",29
"ENSDARG00000001771",0
"ENSDARG00000058719",12
"ENSDARG00000111883",0
"ENSDARG00000017653",0
"ENSDARG00000089077",0
"ENSDARG00000036106",0
"ENSDARG00000075352",10
"ENSDARG00000115680",0
"ENSDARG00000096763",0
"ENSDARG00000017860",0
"ENSDARG00000058701",10
"ENSDARG00000096713",2
"ENSDARG00000058695",8
"ENSDARG00000029671",102
"ENSDARG00000013858",3
"ENSDARG00000091894",0
"ENSDARG00000078201",0
"ENSDARG00000063191",0
"ENSDARG00000004167",2
"ENSDARG00000063182",94
"ENSDARG00000093342",26
"ENSDARG00000078299",2
"ENSDARG00000069342",17
"ENSDARG00000093159",0
"ENSDARG00000095549",0
"ENSDARG00000090623",85
"ENSDARG00000083428",0
"ENSDARG00000114760",6
"ENSDARG00000117612",0
"ENSDARG00000104290",0
"ENSDARG00000112870",0
"ENSDARG00000114516",25
"ENSDARG00000100981",37
"ENSDARG00000099642",7
"ENSDARG00000016477",44
"ENSDARG00000082639",0
"ENSDARG00000083056",0
"ENSDARG00000083986",0
"ENSDARG00000083699",0
"ENSDARG00000080523",0
"ENSDARG00000004396",0
"ENSDARG00000008966",58
"ENSDARG00000006568",0
"ENSDARG00000063129",0
"ENSDARG00000076959",4
"ENSDARG00000031548",59
"ENSDARG00000008450",4
"ENSDARG00000039272",0
"ENSDARG00000075007",14
"ENSDARG00000107448",0
"ENSDARG00000012816",60
"ENSDARG00000091887",0
"ENSDARG00000058638",0
"ENSDARG00000091266",0
"ENSDARG00000092893",0
"ENSDARG00000079075",0
"ENSDARG00000029248",62
"ENSDARG00000020596",17
"ENSDARG00000016163",53
"ENSDARG00000077581",43
"ENSDARG00000012555",38
"ENSDARG00000024479",8
"ENSDARG00000039220",3
"ENSDARG00000058473",18
"ENSDARG00000082391",0
"ENSDARG00000018562",4
"ENSDARG00000038977",0
"ENSDARG00000115192",0
"ENSDARG00000038978",6
"ENSDARG00000009488",3
"ENSDARG00000038980",4
"ENSDARG00000067814",0
"ENSDARG00000038981",32
"ENSDARG00000058354",28
"ENSDARG00000102166",0
"ENSDARG00000015707",54
"ENSDARG00000092780",2
"ENSDARG00000080840",0
"ENSDARG00000080499",0
"ENSDARG00000011233",19
"ENSDARG00000002790",113
"ENSDARG00000013613",2
"ENSDARG00000097535",19
"ENSDARG00000097892",0
"ENSDARG00000062991",28
"ENSDARG00000108522",0
"ENSDARG00000058410",4
"ENSDARG00000069280",12
"ENSDARG00000029292",3
"ENSDARG00000111651",0
"ENSDARG00000030108",5
"ENSDARG00000115266",4
"ENSDARG00000020981",4
"ENSDARG00000063018",21
"ENSDARG00000019924",29
"ENSDARG00000069295",4
"ENSDARG00000069294",0
"ENSDARG00000069293",0
"ENSDARG00000012682",174
"ENSDARG00000021324",0
"ENSDARG00000009922",72
"ENSDARG00000084853",0
"ENSDARG00000043581",0
"ENSDARG00000003375",6
"ENSDARG00000009534",50
"ENSDARG00000094480",0
"ENSDARG00000058348",0
"ENSDARG00000078822",5
"ENSDARG00000098557",0
"ENSDARG00000005590",59
"ENSDARG00000062955",16
"ENSDARG00000020197",203
"ENSDARG00000077666",0
"ENSDARG00000020746",0
"ENSDARG00000038397",1
"ENSDARG00000058267",4
"ENSDARG00000023584",4
"ENSDARG00000062919",0
"ENSDARG00000075866",0
"ENSDARG00000085728",0
"ENSDARG00000062916",2
"ENSDARG00000058237",14
"ENSDARG00000083895",0
"ENSDARG00000058229",2
"ENSDARG00000058218",0
"ENSDARG00000097415",0
"ENSDARG00000016074",1
"ENSDARG00000038222",2
"ENSDARG00000002330",0
"ENSDARG00000017398",17
"ENSDARG00000084912",0
"ENSDARG00000095190",0
"ENSDARG00000094331",0
"ENSDARG00000016233",14
"ENSDARG00000004869",1
"ENSDARG00000058114",12
"ENSDARG00000097447",0
"ENSDARG00000039203",8
"ENSDARG00000003909",0
"ENSDARG00000039196",6
"ENSDARG00000093083",0
"ENSDARG00000018809",40
"ENSDARG00000089225",28
"ENSDARG00000020201",33
"ENSDARG00000087979",23
"ENSDARG00000075812",0
"ENSDARG00000079665",40
"ENSDARG00000106186",0
"ENSDARG00000011683",0
"ENSDARG00000075673",202
"ENSDARG00000024744",25
"ENSDARG00000097553",0
"ENSDARG00000117820",0
"ENSDARG00000075560",513
"ENSDARG00000114675",0
"ENSDARG00000001933",3
"ENSDARG00000108294",0
"ENSDARG00000089109",60
"ENSDARG00000012021",56
"ENSDARG00000069175",11
"ENSDARG00000095837",0
"ENSDARG00000003944",0
"ENSDARG00000058090",3
"ENSDARG00000110105",4
"ENSDARG00000054980",7
"ENSDARG00000054984",54
"ENSDARG00000095477",0
"ENSDARG00000109226",0
"ENSDARG00000099519",26
"ENSDARG00000098037",0
"ENSDARG00000097054",0
"ENSDARG00000097095",0
"ENSDARG00000103545",0
"ENSDARG00000101215",45
"ENSDARG00000099630",1
"ENSDARG00000074233",7
"ENSDARG00000092066",0
"ENSDARG00000115547",4
"ENSDARG00000115186",0
"ENSDARG00000113972",0
"ENSDARG00000082734",0
"ENSDARG00000111709",0
"ENSDARG00000080774",0
"ENSDARG00000081431",0
"ENSDARG00000085174",0
"ENSDARG00000095038",0
"ENSDARG00000092949",0
"ENSDARG00000097463",0
"ENSDARG00000092159",0
"ENSDARG00000095776",0
"ENSDARG00000057769",0
"ENSDARG00000110384",0
"ENSDARG00000028131",1
"ENSDARG00000057743",8
"ENSDARG00000029856",39
"ENSDARG00000005673",4
"ENSDARG00000092084",0
"ENSDARG00000002947",2
"ENSDARG00000017748",13
"ENSDARG00000112456",0
"ENSDARG00000062661",165
"ENSDARG00000039979",0
"ENSDARG00000039174",3
"ENSDARG00000009014",194
"ENSDARG00000099759",0
"ENSDARG00000013856",53
"ENSDARG00000073713",15
"ENSDARG00000093060",8
"ENSDARG00000114666",0
"ENSDARG00000075962",3
"ENSDARG00000087277",59
"ENSDARG00000010956",21
"ENSDARG00000012914",310
"ENSDARG00000095819",42
"ENSDARG00000079625",19
"ENSDARG00000012325",18
"ENSDARG00000019526",1
"ENSDARG00000039152",0
"ENSDARG00000079364",0
"ENSDARG00000094988",0
"ENSDARG00000094962",0
"ENSDARG00000020602",396
"ENSDARG00000015790",67
"ENSDARG00000092225",16
"ENSDARG00000091652",87
"ENSDARG00000106039",0
"ENSDARG00000062864",1
"ENSDARG00000009740",47
"ENSDARG00000009436",20
"ENSDARG00000016771",215
"ENSDARG00000006200",439
"ENSDARG00000084411",0
"ENSDARG00000080942",0
"ENSDARG00000077022",11
"ENSDARG00000062427",13
"ENSDARG00000084026",0
"ENSDARG00000079158",0
"ENSDARG00000020289",3
"ENSDARG00000079907",0
"ENSDARG00000093714",0
"ENSDARG00000015252",20
"ENSDARG00000019103",74
"ENSDARG00000104683",0
"ENSDARG00000104972",0
"ENSDARG00000052319",0
"ENSDARG00000052296",0
"ENSDARG00000100970",0
"ENSDARG00000026569",0
"ENSDARG00000005754",185
"ENSDARG00000085605",0
"ENSDARG00000094091",0
"ENSDARG00000113243",0
"ENSDARG00000099780",0
"ENSDARG00000109031",0
"ENSDARG00000100494",108
"ENSDARG00000099776",482
"ENSDARG00000104930",20
"ENSDARG00000111227",0
"ENSDARG00000101899",0
"ENSDARG00000102520",0
"ENSDARG00000099960",10
"ENSDARG00000100741",0
"ENSDARG00000099445",48
"ENSDARG00000098575",0
"ENSDARG00000101903",27
"ENSDARG00000102223",0
"ENSDARG00000057253",0
"ENSDARG00000093610",0
"ENSDARG00000057265",0
"ENSDARG00000112780",0
"ENSDARG00000092075",0
"ENSDARG00000115412",0
"ENSDARG00000095391",0
"ENSDARG00000077665",0
"ENSDARG00000097586",0
"ENSDARG00000069033",0
"ENSDARG00000115702",0
"ENSDARG00000095093",0
"ENSDARG00000116716",0
"ENSDARG00000095066",0
"ENSDARG00000093408",0
"ENSDARG00000111383",0
"ENSDARG00000057284",0
"ENSDARG00000110526",0
"ENSDARG00000015901",30
"ENSDARG00000010267",48
"ENSDARG00000082222",0
"ENSDARG00000101927",0
"ENSDARG00000057209",10
"ENSDARG00000079671",32
"ENSDARG00000001913",23
"ENSDARG00000097187",25
"ENSDARG00000076183",0
"ENSDARG00000103811",55
"ENSDARG00000060622",0
"ENSDARG00000075487",7
"ENSDARG00000021480",0
"ENSDARG00000092679",0
