"gene","genecount"
"ENSDARG00000026902",0
"ENSDARG00000036592",20
"ENSDARG00000001470",1
"ENSDARG00000086877",27
"ENSDARG00000069471",9
"ENSDARG00000036588",41
"ENSDARG00000036587",15
"ENSDARG00000043271",1
"ENSDARG00000036687",207
"ENSDARG00000069450",0
"ENSDARG00000015076",4
"ENSDARG00000015559",11
"ENSDARG00000076773",0
"ENSDARG00000007734",1
"ENSDARG00000060148",143
"ENSDARG00000069438",52
"ENSDARG00000083014",0
"ENSDARG00000069435",13
"ENSDARG00000108154",0
"ENSDARG00000114522",0
"ENSDARG00000103535",44
"ENSDARG00000112034",4
"ENSDARG00000096191",0
"ENSDARG00000096053",0
"ENSDARG00000096589",0
"ENSDARG00000075045",0
"ENSDARG00000096031",0
"ENSDARG00000036008",29
"ENSDARG00000008886",7
"ENSDARG00000094465",0
"ENSDARG00000052468",2
"ENSDARG00000018325",24
"ENSDARG00000096003",11
"ENSDARG00000052480",187
"ENSDARG00000022891",69
"ENSDARG00000005314",0
"ENSDARG00000036479",0
"ENSDARG00000092919",0
"ENSDARG00000074052",0
"ENSDARG00000074136",0
"ENSDARG00000075389",0
"ENSDARG00000069415",400
"ENSDARG00000082615",0
"ENSDARG00000012574",144
"ENSDARG00000052512",0
"ENSDARG00000079501",7
"ENSDARG00000094063",0
"ENSDARG00000031894",48
"ENSDARG00000030765",86
"ENSDARG00000026548",0
"ENSDARG00000052520",1
"ENSDARG00000036494",13
"ENSDARG00000018721",39
"ENSDARG00000114696",0
"ENSDARG00000013667",1
"ENSDARG00000060036",12
"ENSDARG00000076420",0
"ENSDARG00000057099",6
"ENSDARG00000014098",43
"ENSDARG00000016818",0
"ENSDARG00000010655",38
"ENSDARG00000075785",0
"ENSDARG00000075887",23
"ENSDARG00000075564",66
"ENSDARG00000117385",12
"ENSDARG00000116732",0
"ENSDARG00000100792",64
"ENSDARG00000075043",19
"ENSDARG00000115918",0
"ENSDARG00000030703",0
"ENSDARG00000017772",69
"ENSDARG00000005578",81
"ENSDARG00000024933",40
"ENSDARG00000004427",3
"ENSDARG00000015540",17
"ENSDARG00000043587",11
"ENSDARG00000030289",16
"ENSDARG00000005544",19
"ENSDARG00000008740",65
"ENSDARG00000061629",4
"ENSDARG00000100225",58
"ENSDARG00000027497",42
"ENSDARG00000043548",19
"ENSDARG00000052438",129
"ENSDARG00000052435",41
"ENSDARG00000112693",0
"ENSDARG00000002937",67
"ENSDARG00000074915",3
"ENSDARG00000069360",72
"ENSDARG00000091683",38
"ENSDARG00000086184",2
"ENSDARG00000096566",13
"ENSDARG00000074182",0
"ENSDARG00000083979",0
"ENSDARG00000039424",15
"ENSDARG00000018891",30
"ENSDARG00000025350",62
"ENSDARG00000074378",5
"ENSDARG00000096092",0
"ENSDARG00000096044",0
"ENSDARG00000036471",0
"ENSDARG00000092443",0
"ENSDARG00000043226",9
"ENSDARG00000020001",19
"ENSDARG00000113791",0
"ENSDARG00000010442",29
"ENSDARG00000096541",0
"ENSDARG00000018190",127
"ENSDARG00000079163",0
"ENSDARG00000018107",7
"ENSDARG00000059951",0
"ENSDARG00000017193",0
"ENSDARG00000059948",0
"ENSDARG00000117216",97
"ENSDARG00000095434",2
"ENSDARG00000093494",2
"ENSDARG00000076828",0
"ENSDARG00000088234",0
"ENSDARG00000093748",0
"ENSDARG00000079345",0
"ENSDARG00000059908",75
"ENSDARG00000036415",24
"ENSDARG00000052386",1
"ENSDARG00000005525",22
"ENSDARG00000095518",0
"ENSDARG00000093003",0
"ENSDARG00000003054",6
"ENSDARG00000074635",423
"ENSDARG00000015946",7
"ENSDARG00000027143",5
"ENSDARG00000004634",76
"ENSDARG00000115887",0
"ENSDARG00000111625",19
"ENSDARG00000017423",133
"ENSDARG00000052348",84
"ENSDARG00000075201",26
"ENSDARG00000113238",0
"ENSDARG00000052361",5
"ENSDARG00000020494",17
"ENSDARG00000024827",23
"ENSDARG00000059900",57
"ENSDARG00000095991",0
"ENSDARG00000023151",273
"ENSDARG00000114755",0
"ENSDARG00000101669",78
"ENSDARG00000052375",0
"ENSDARG00000052376",0
"ENSDARG00000031203",1
"ENSDARG00000095360",10
"ENSDARG00000102252",158
"ENSDARG00000078041",90
"ENSDARG00000089742",36
"ENSDARG00000013475",294
"ENSDARG00000079973",7
"ENSDARG00000087205",85
"ENSDARG00000112004",0
"ENSDARG00000074771",23
"ENSDARG00000008490",59
"ENSDARG00000012341",12
"ENSDARG00000025808",0
"ENSDARG00000010078",32
"ENSDARG00000036371",282
"ENSDARG00000025325",20
"ENSDARG00000005626",0
"ENSDARG00000010791",38
"ENSDARG00000100085",0
"ENSDARG00000075870",18
"ENSDARG00000098852",3
"ENSDARG00000101825",0
"ENSDARG00000077790",33
"ENSDARG00000075904",30
"ENSDARG00000116898",0
"ENSDARG00000113296",0
"ENSDARG00000042887",22
"ENSDARG00000113474",14
"ENSDARG00000117445",8
"ENSDARG00000042881",21
"ENSDARG00000083571",0
"ENSDARG00000116122",0
"ENSDARG00000103125",35
"ENSDARG00000030417",135
"ENSDARG00000111601",0
"ENSDARG00000087290",0
"ENSDARG00000028899",0
"ENSDARG00000079980",4
"ENSDARG00000078138",0
"ENSDARG00000073912",0
"ENSDARG00000075141",2
"ENSDARG00000077721",41
"ENSDARG00000059841",37
"ENSDARG00000014068",113
"ENSDARG00000075599",4
"ENSDARG00000033666",32
"ENSDARG00000096214",0
"ENSDARG00000091320",8
"ENSDARG00000094782",11
"ENSDARG00000069264",12
"ENSDARG00000059835",13
"ENSDARG00000036295",67
"ENSDARG00000059826",49
"ENSDARG00000089243",11
"ENSDARG00000026489",42
"ENSDARG00000005690",50
"ENSDARG00000028276",0
"ENSDARG00000102960",17
"ENSDARG00000059816",9
"ENSDARG00000091592",6
"ENSDARG00000059060",15
"ENSDARG00000069249",43
"ENSDARG00000093412",0
"ENSDARG00000052263",19
"ENSDARG00000109870",0
"ENSDARG00000031952",116
"ENSDARG00000024681",0
"ENSDARG00000019765",102
"ENSDARG00000075754",115
"ENSDARG00000036281",13
"ENSDARG00000096514",0
"ENSDARG00000068255",0
"ENSDARG00000089765",0
"ENSDARG00000096661",5
"ENSDARG00000110697",0
"ENSDARG00000096576",0
"ENSDARG00000017984",0
"ENSDARG00000096625",0
"ENSDARG00000086166",0
"ENSDARG00000087148",0
"ENSDARG00000096579",0
"ENSDARG00000096577",0
"ENSDARG00000096622",0
"ENSDARG00000096588",0
"ENSDARG00000096649",0
"ENSDARG00000086117",0
"ENSDARG00000096644",0
"ENSDARG00000041399",0
"ENSDARG00000079050",0
"ENSDARG00000095494",0
"ENSDARG00000095297",0
"ENSDARG00000075855",0
"ENSDARG00000041394",7
"ENSDARG00000025904",55
"ENSDARG00000033789",82
"ENSDARG00000011983",10
"ENSDARG00000079062",20
"ENSDARG00000016809",66
"ENSDARG00000043713",13
"ENSDARG00000077975",0
"ENSDARG00000025547",0
"ENSDARG00000076778",0
"ENSDARG00000095127",0
"ENSDARG00000092502",0
"ENSDARG00000079903",4
"ENSDARG00000094357",0
"ENSDARG00000093198",0
"ENSDARG00000043719",11
"ENSDARG00000053462",0
"ENSDARG00000012694",320
"ENSDARG00000068182",8
"ENSDARG00000078503",0
"ENSDARG00000016301",157
"ENSDARG00000087359",33
"ENSDARG00000108328",0
"ENSDARG00000052207",35
"ENSDARG00000036272",0
"ENSDARG00000080893",0
"ENSDARG00000110619",0
"ENSDARG00000025074",24
"ENSDARG00000063108",0
"ENSDARG00000074069",3
"ENSDARG00000088906",0
"ENSDARG00000112604",0
"ENSDARG00000088775",0
"ENSDARG00000115164",0
"ENSDARG00000116928",0
"ENSDARG00000093082",0
"ENSDARG00000117345",0
"ENSDARG00000117512",0
"ENSDARG00000104258",0
"ENSDARG00000104284",0
"ENSDARG00000099508",0
"ENSDARG00000109228",0
"ENSDARG00000101532",0
"ENSDARG00000096621",0
"ENSDARG00000054655",0
"ENSDARG00000096503",0
"ENSDARG00000092322",0
"ENSDARG00000096656",0
"ENSDARG00000096543",0
"ENSDARG00000034910",0
"ENSDARG00000096507",0
"ENSDARG00000043445",0
"ENSDARG00000096585",0
"ENSDARG00000096574",0
"ENSDARG00000013203",0
"ENSDARG00000096666",0
"ENSDARG00000096619",0
"ENSDARG00000094524",0
"ENSDARG00000093845",0
"ENSDARG00000096623",0
"ENSDARG00000096607",0
"ENSDARG00000096670",0
"ENSDARG00000062309",0
"ENSDARG00000096634",0
"ENSDARG00000096549",0
"ENSDARG00000096671",0
"ENSDARG00000096606",0
"ENSDARG00000112997",0
"ENSDARG00000096523",0
"ENSDARG00000116874",0
"ENSDARG00000054649",1
"ENSDARG00000086301",0
"ENSDARG00000096509",0
"ENSDARG00000096650",0
"ENSDARG00000094157",0
"ENSDARG00000096534",0
"ENSDARG00000096570",0
"ENSDARG00000069194",1
"ENSDARG00000026383",1
"ENSDARG00000004633",3
"ENSDARG00000043431",4
"ENSDARG00000007289",0
"ENSDARG00000106312",0
"ENSDARG00000057844",1
"ENSDARG00000103951",5
"ENSDARG00000089894",0
"ENSDARG00000074334",0
"ENSDARG00000105181",0
"ENSDARG00000113965",0
"ENSDARG00000088556",0
"ENSDARG00000104859",0
"ENSDARG00000074205",0
"ENSDARG00000092358",35
"ENSDARG00000078620",0
"ENSDARG00000088019",0
"ENSDARG00000092894",0
"ENSDARG00000096615",0
"ENSDARG00000052035",2
"ENSDARG00000058270",46
"ENSDARG00000052037",2
"ENSDARG00000052039",33
"ENSDARG00000078246",0
"ENSDARG00000094346",0
"ENSDARG00000093323",7
"ENSDARG00000094433",0
"ENSDARG00000091912",0
"ENSDARG00000092604",0
"ENSDARG00000092070",13
"ENSDARG00000096412",0
"ENSDARG00000093177",6
"ENSDARG00000092984",0
"ENSDARG00000092350",0
"ENSDARG00000094608",0
"ENSDARG00000093975",0
"ENSDARG00000087054",0
"ENSDARG00000094344",0
"ENSDARG00000095578",0
"ENSDARG00000092294",0
"ENSDARG00000094297",7
"ENSDARG00000094246",0
"ENSDARG00000092941",0
"ENSDARG00000075055",0
"ENSDARG00000095719",0
"ENSDARG00000092500",0
"ENSDARG00000038352",0
"ENSDARG00000098576",0
"ENSDARG00000103829",0
"ENSDARG00000091254",0
"ENSDARG00000075541",0
"ENSDARG00000095773",0
"ENSDARG00000103330",0
"ENSDARG00000104415",0
"ENSDARG00000098706",1
"ENSDARG00000104626",0
"ENSDARG00000099421",0
"ENSDARG00000103888",0
"ENSDARG00000103058",0
"ENSDARG00000104949",1
"ENSDARG00000089904",7
"ENSDARG00000104083",0
"ENSDARG00000093157",30
"ENSDARG00000104904",10
"ENSDARG00000096528",27
"ENSDARG00000104807",10
"ENSDARG00000105176",0
"ENSDARG00000104783",8
"ENSDARG00000112943",7
"ENSDARG00000105295",7
"ENSDARG00000112310",0
"ENSDARG00000111704",24
"ENSDARG00000017255",0
"ENSDARG00000103054",6
"ENSDARG00000113332",1
"ENSDARG00000111491",0
"ENSDARG00000116066",0
"ENSDARG00000038682",0
"ENSDARG00000100788",0
"ENSDARG00000086539",8
"ENSDARG00000112526",0
"ENSDARG00000104392",0
"ENSDARG00000100264",88
"ENSDARG00000099619",64
"ENSDARG00000099301",0
"ENSDARG00000103099",22
"ENSDARG00000101915",34
"ENSDARG00000110574",0
"ENSDARG00000090557",0
"ENSDARG00000089667",0
"ENSDARG00000088745",0
"ENSDARG00000038683",0
"ENSDARG00000090783",0
"ENSDARG00000038681",0
"ENSDARG00000095746",0
"ENSDARG00000094845",0
"ENSDARG00000115195",0
"ENSDARG00000109399",0
"ENSDARG00000093877",0
"ENSDARG00000112066",0
"ENSDARG00000092806",0
"ENSDARG00000096586",0
"ENSDARG00000094408",0
"ENSDARG00000096651",75
"ENSDARG00000089879",0
"ENSDARG00000069046",0
"ENSDARG00000091359",63
"ENSDARG00000042561",6
"ENSDARG00000099635",107
"ENSDARG00000099741",6
"ENSDARG00000102825",0
"ENSDARG00000098567",0
"ENSDARG00000101816",67
"ENSDARG00000105060",25
"ENSDARG00000101291",1
"ENSDARG00000102634",17
"ENSDARG00000102091",6
"ENSDARG00000103295",632
"ENSDARG00000100739",25
"ENSDARG00000117484",11
"ENSDARG00000100190",36
"ENSDARG00000099024",5
"ENSDARG00000099538",0
"ENSDARG00000098620",0
"ENSDARG00000117258",13
"ENSDARG00000117555",64
"ENSDARG00000117457",67
"ENSDARG00000117815",17
"ENSDARG00000117636",114
"ENSDARG00000093583",0
"ENSDARG00000105092",0
"ENSDARG00000099880",0
"ENSDARG00000102872",0
"ENSDARG00000098899",8
"ENSDARG00000101364",0
"ENSDARG00000100145",43
"ENSDARG00000063518",0
"ENSDARG00000040045",0
"ENSDARG00000100159",0
"ENSDARG00000100031",0
"ENSDARG00000038667",0
"ENSDARG00000008333",0
"ENSDARG00000038666",0
"ENSDARG00000088634",5
"ENSDARG00000015482",0
"ENSDARG00000101562",30
"ENSDARG00000099331",17
"ENSDARG00000101134",7
"ENSDARG00000038271",0
"ENSDARG00000077839",0
"ENSDARG00000110206",0
"ENSDARG00000078694",78
"ENSDARG00000040683",35
"ENSDARG00000097928",0
"ENSDARG00000089940",15
"ENSDARG00000074146",4
"ENSDARG00000097884",6
"ENSDARG00000097244",54
"ENSDARG00000097762",1
"ENSDARG00000097118",20
"ENSDARG00000087516",0
"ENSDARG00000076995",55
"ENSDARG00000087839",0
"ENSDARG00000097391",0
"ENSDARG00000005218",0
"ENSDARG00000091260",86
"ENSDARG00000116573",0
"ENSDARG00000091481",26
"ENSDARG00000039852",0
"ENSDARG00000017195",0
"ENSDARG00000030896",0
"ENSDARG00000098888",0
"ENSDARG00000006560",0
"ENSDARG00000039850",4
"ENSDARG00000006677",8
"ENSDARG00000098661",1
"ENSDARG00000008906",15
"ENSDARG00000022615",3
"ENSDARG00000094367",0
"ENSDARG00000097519",0
"ENSDARG00000095614",21
"ENSDARG00000076509",15
"ENSDARG00000045137",0
"ENSDARG00000053746",1
"ENSDARG00000089705",6
"ENSDARG00000116769",63
"ENSDARG00000002970",51
"ENSDARG00000007480",331
"ENSDARG00000074571",6
"ENSDARG00000077288",0
"ENSDARG00000039517",13
"ENSDARG00000039516",4
"ENSDARG00000003290",37
"ENSDARG00000103465",0
"ENSDARG00000059125",80
"ENSDARG00000111712",0
"ENSDARG00000075899",39
"ENSDARG00000103432",0
"ENSDARG00000077130",0
"ENSDARG00000078363",0
"ENSDARG00000039521",16
"ENSDARG00000039522",99
"ENSDARG00000078856",39
"ENSDARG00000022309",338
"ENSDARG00000022303",53
"ENSDARG00000095840",0
"ENSDARG00000063451",0
"ENSDARG00000069423",5
"ENSDARG00000020957",20
"ENSDARG00000082599",0
"ENSDARG00000042245",62
"ENSDARG00000103704",0
"ENSDARG00000062377",0
"ENSDARG00000114019",0
"ENSDARG00000087421",111
"ENSDARG00000023713",92
"ENSDARG00000091027",0
"ENSDARG00000088246",22
"ENSDARG00000025889",20
"ENSDARG00000058993",160
"ENSDARG00000074995",74
"ENSDARG00000099937",0
"ENSDARG00000101799",0
"ENSDARG00000103038",21
"ENSDARG00000075339",22
"ENSDARG00000030340",47
"ENSDARG00000004525",21
"ENSDARG00000009484",88
"ENSDARG00000058822",0
"ENSDARG00000106350",0
"ENSDARG00000098593",0
"ENSDARG00000063437",3
"ENSDARG00000063445",21
"ENSDARG00000058995",0
"ENSDARG00000096972",15
"ENSDARG00000063446",8
"ENSDARG00000086314",0
"ENSDARG00000053068",33
"ENSDARG00000097556",0
"ENSDARG00000097559",0
"ENSDARG00000073896",2
"ENSDARG00000076223",52
"ENSDARG00000079730",0
"ENSDARG00000019541",213
"ENSDARG00000036483",0
"ENSDARG00000063375",40
"ENSDARG00000058876",23
"ENSDARG00000013847",26
"ENSDARG00000017180",90
"ENSDARG00000025168",0
"ENSDARG00000114182",5
"ENSDARG00000098344",8
"ENSDARG00000104401",79
"ENSDARG00000102184",162
"ENSDARG00000104548",0
"ENSDARG00000103352",0
"ENSDARG00000103589",17
"ENSDARG00000099604",0
"ENSDARG00000099395",4
"ENSDARG00000099015",4
"ENSDARG00000099677",6
"ENSDARG00000100086",0
"ENSDARG00000105103",0
"ENSDARG00000103674",0
"ENSDARG00000104409",50
"ENSDARG00000100687",0
"ENSDARG00000101322",61
"ENSDARG00000104726",1
"ENSDARG00000102216",237
"ENSDARG00000101766",404
"ENSDARG00000045297",49
"ENSDARG00000074403",0
"ENSDARG00000019278",0
"ENSDARG00000011884",6
"ENSDARG00000055498",0
"ENSDARG00000078598",7
"ENSDARG00000070284",11
"ENSDARG00000018272",52
"ENSDARG00000059695",0
"ENSDARG00000038258",0
"ENSDARG00000093079",2
"ENSDARG00000012610",261
"ENSDARG00000016081",22
"ENSDARG00000075181",0
"ENSDARG00000039310",1
"ENSDARG00000077690",27
"ENSDARG00000027957",17
"ENSDARG00000003382",18
"ENSDARG00000014190",0
"ENSDARG00000097241",0
"ENSDARG00000093357",90
"ENSDARG00000027986",8
"ENSDARG00000001447",16
"ENSDARG00000097093",0
"ENSDARG00000033259",12
"ENSDARG00000056478",53
"ENSDARG00000096809",10
"ENSDARG00000075980",0
"ENSDARG00000034940",10
"ENSDARG00000012194",145
"ENSDARG00000063341",0
"ENSDARG00000022213",46
"ENSDARG00000037061",7
"ENSDARG00000037056",0
"ENSDARG00000058734",9
"ENSDARG00000022810",5
"ENSDARG00000076996",0
"ENSDARG00000096791",23
"ENSDARG00000078329",0
"ENSDARG00000039830",0
"ENSDARG00000039828",0
"ENSDARG00000063223",9
"ENSDARG00000063218",29
"ENSDARG00000001771",0
"ENSDARG00000058719",54
"ENSDARG00000111883",0
"ENSDARG00000017653",0
"ENSDARG00000089077",0
"ENSDARG00000036106",0
"ENSDARG00000075352",7
"ENSDARG00000115680",0
"ENSDARG00000096763",0
"ENSDARG00000017860",0
"ENSDARG00000058701",20
"ENSDARG00000096713",0
"ENSDARG00000058695",1
"ENSDARG00000029671",92
"ENSDARG00000013858",13
"ENSDARG00000091894",0
"ENSDARG00000078201",0
"ENSDARG00000063191",14
"ENSDARG00000004167",0
"ENSDARG00000063182",90
"ENSDARG00000093342",36
"ENSDARG00000078299",0
"ENSDARG00000069342",27
"ENSDARG00000093159",0
"ENSDARG00000095549",1
"ENSDARG00000090623",82
"ENSDARG00000083428",0
"ENSDARG00000114760",21
"ENSDARG00000117612",0
"ENSDARG00000104290",25
"ENSDARG00000112870",0
"ENSDARG00000114516",67
"ENSDARG00000100981",99
"ENSDARG00000099642",32
"ENSDARG00000016477",50
"ENSDARG00000082639",0
"ENSDARG00000083056",0
"ENSDARG00000083986",0
"ENSDARG00000083699",0
"ENSDARG00000080523",0
"ENSDARG00000004396",0
"ENSDARG00000008966",60
"ENSDARG00000006568",0
"ENSDARG00000063129",0
"ENSDARG00000076959",1
"ENSDARG00000031548",57
"ENSDARG00000008450",18
"ENSDARG00000039272",22
"ENSDARG00000075007",25
"ENSDARG00000107448",0
"ENSDARG00000012816",19
"ENSDARG00000091887",0
"ENSDARG00000058638",8
"ENSDARG00000091266",0
"ENSDARG00000092893",0
"ENSDARG00000079075",0
"ENSDARG00000029248",177
"ENSDARG00000020596",10
"ENSDARG00000016163",63
"ENSDARG00000077581",63
"ENSDARG00000012555",32
"ENSDARG00000024479",57
"ENSDARG00000039220",18
"ENSDARG00000058473",7
"ENSDARG00000082391",0
"ENSDARG00000018562",14
"ENSDARG00000038977",0
"ENSDARG00000115192",0
"ENSDARG00000038978",29
"ENSDARG00000009488",16
"ENSDARG00000038980",19
"ENSDARG00000067814",0
"ENSDARG00000038981",40
"ENSDARG00000058354",40
"ENSDARG00000102166",0
"ENSDARG00000015707",41
"ENSDARG00000092780",4
"ENSDARG00000080840",0
"ENSDARG00000080499",0
"ENSDARG00000011233",17
"ENSDARG00000002790",196
"ENSDARG00000013613",2
"ENSDARG00000097535",6
"ENSDARG00000097892",0
"ENSDARG00000062991",44
"ENSDARG00000108522",0
"ENSDARG00000058410",3
"ENSDARG00000069280",17
"ENSDARG00000029292",9
"ENSDARG00000111651",0
"ENSDARG00000030108",0
"ENSDARG00000115266",18
"ENSDARG00000020981",0
"ENSDARG00000063018",11
"ENSDARG00000019924",41
"ENSDARG00000069295",5
"ENSDARG00000069294",0
"ENSDARG00000069293",0
"ENSDARG00000012682",206
"ENSDARG00000021324",7
"ENSDARG00000009922",100
"ENSDARG00000084853",0
"ENSDARG00000043581",1
"ENSDARG00000003375",8
"ENSDARG00000009534",69
"ENSDARG00000094480",0
"ENSDARG00000058348",19
"ENSDARG00000078822",2
"ENSDARG00000098557",0
"ENSDARG00000005590",28
"ENSDARG00000062955",0
"ENSDARG00000020197",442
"ENSDARG00000077666",0
"ENSDARG00000020746",3
"ENSDARG00000038397",4
"ENSDARG00000058267",8
"ENSDARG00000023584",1
"ENSDARG00000062919",1
"ENSDARG00000075866",0
"ENSDARG00000085728",0
"ENSDARG00000062916",58
"ENSDARG00000058237",13
"ENSDARG00000083895",0
"ENSDARG00000058229",4
"ENSDARG00000058218",2
"ENSDARG00000097415",4
"ENSDARG00000016074",30
"ENSDARG00000038222",16
"ENSDARG00000002330",12
"ENSDARG00000017398",1
"ENSDARG00000084912",0
"ENSDARG00000095190",0
"ENSDARG00000094331",0
"ENSDARG00000016233",25
"ENSDARG00000004869",21
"ENSDARG00000058114",4
"ENSDARG00000097447",0
"ENSDARG00000039203",9
"ENSDARG00000003909",0
"ENSDARG00000039196",18
"ENSDARG00000093083",0
"ENSDARG00000018809",37
"ENSDARG00000089225",8
"ENSDARG00000020201",25
"ENSDARG00000087979",10
"ENSDARG00000075812",8
"ENSDARG00000079665",54
"ENSDARG00000106186",0
"ENSDARG00000011683",3
"ENSDARG00000075673",321
"ENSDARG00000024744",47
"ENSDARG00000097553",12
"ENSDARG00000117820",0
"ENSDARG00000075560",471
"ENSDARG00000114675",0
"ENSDARG00000001933",10
"ENSDARG00000108294",0
"ENSDARG00000089109",42
"ENSDARG00000012021",51
"ENSDARG00000069175",17
"ENSDARG00000095837",0
"ENSDARG00000003944",0
"ENSDARG00000058090",22
"ENSDARG00000110105",0
"ENSDARG00000054980",37
"ENSDARG00000054984",58
"ENSDARG00000095477",0
"ENSDARG00000109226",0
"ENSDARG00000099519",40
"ENSDARG00000098037",0
"ENSDARG00000097054",0
"ENSDARG00000097095",0
"ENSDARG00000103545",0
"ENSDARG00000101215",71
"ENSDARG00000099630",6
"ENSDARG00000074233",10
"ENSDARG00000092066",0
"ENSDARG00000115547",15
"ENSDARG00000115186",0
"ENSDARG00000113972",0
"ENSDARG00000082734",0
"ENSDARG00000111709",0
"ENSDARG00000080774",0
"ENSDARG00000081431",0
"ENSDARG00000085174",0
"ENSDARG00000095038",0
"ENSDARG00000092949",4
"ENSDARG00000097463",0
"ENSDARG00000092159",0
"ENSDARG00000095776",0
"ENSDARG00000057769",0
"ENSDARG00000110384",0
"ENSDARG00000028131",0
"ENSDARG00000057743",12
"ENSDARG00000029856",61
"ENSDARG00000005673",0
"ENSDARG00000092084",0
"ENSDARG00000002947",2
"ENSDARG00000017748",48
"ENSDARG00000112456",0
"ENSDARG00000062661",96
"ENSDARG00000039979",0
"ENSDARG00000039174",0
"ENSDARG00000009014",481
"ENSDARG00000099759",0
"ENSDARG00000013856",124
"ENSDARG00000073713",3
"ENSDARG00000093060",0
"ENSDARG00000114666",0
"ENSDARG00000075962",0
"ENSDARG00000087277",67
"ENSDARG00000010956",22
"ENSDARG00000012914",487
"ENSDARG00000095819",42
"ENSDARG00000079625",16
"ENSDARG00000012325",6
"ENSDARG00000019526",16
"ENSDARG00000039152",0
"ENSDARG00000079364",0
"ENSDARG00000094988",0
"ENSDARG00000094962",0
"ENSDARG00000020602",470
"ENSDARG00000015790",67
"ENSDARG00000092225",0
"ENSDARG00000091652",100
"ENSDARG00000106039",0
"ENSDARG00000062864",6
"ENSDARG00000009740",48
"ENSDARG00000009436",53
"ENSDARG00000016771",677
"ENSDARG00000006200",576
"ENSDARG00000084411",0
"ENSDARG00000080942",0
"ENSDARG00000077022",6
"ENSDARG00000062427",7
"ENSDARG00000084026",0
"ENSDARG00000079158",0
"ENSDARG00000020289",3
"ENSDARG00000079907",0
"ENSDARG00000093714",0
"ENSDARG00000015252",27
"ENSDARG00000019103",62
"ENSDARG00000104683",0
"ENSDARG00000104972",0
"ENSDARG00000052319",0
"ENSDARG00000052296",0
"ENSDARG00000100970",0
"ENSDARG00000026569",0
"ENSDARG00000005754",298
"ENSDARG00000085605",0
"ENSDARG00000094091",0
"ENSDARG00000113243",0
"ENSDARG00000099780",0
"ENSDARG00000109031",0
"ENSDARG00000100494",142
"ENSDARG00000099776",988
"ENSDARG00000104930",17
"ENSDARG00000111227",0
"ENSDARG00000101899",0
"ENSDARG00000102520",0
"ENSDARG00000099960",0
"ENSDARG00000100741",0
"ENSDARG00000099445",65
"ENSDARG00000098575",0
"ENSDARG00000101903",97
"ENSDARG00000102223",0
"ENSDARG00000057253",0
"ENSDARG00000093610",0
"ENSDARG00000057265",0
"ENSDARG00000112780",0
"ENSDARG00000092075",0
"ENSDARG00000115412",0
"ENSDARG00000095391",0
"ENSDARG00000077665",0
"ENSDARG00000097586",0
"ENSDARG00000069033",0
"ENSDARG00000115702",0
"ENSDARG00000095093",0
"ENSDARG00000116716",0
"ENSDARG00000095066",0
"ENSDARG00000093408",0
"ENSDARG00000111383",0
"ENSDARG00000057284",0
"ENSDARG00000110526",0
"ENSDARG00000015901",63
"ENSDARG00000010267",128
"ENSDARG00000082222",0
"ENSDARG00000101927",0
"ENSDARG00000057209",16
"ENSDARG00000079671",23
